"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"759",1178,"Conifera","29/11/2011 10:07","Bajo (2 - 4 mts)",14,"Chico",-68.8761616545,-32.8650250147,8,"Aeroparque",2203364.73622,0,"bajo"
"766",1190,"Morera","29/11/2011 09:47","Bajo (2 - 4 mts)",18,"Chico",-68.8762795725,-32.8654660659,8,"Aeroparque",2203364.73622,0,"bajo"
"767",1191,"Morera","29/11/2011 09:46","Bajo (2 - 4 mts)",18,"Chico",-68.8763111841,-32.8655840119,8,"Aeroparque",2203364.73622,0,"bajo"
"769",1194,"Acacia SP","29/11/2011 09:38","Medio (4 - 8 mts)",45,"Mediano",-68.876351541,-32.865734928,8,"Aeroparque",2203364.73622,0,"bajo"
"771",1196,"Paraiso","01/12/2011 07:55","Bajo (2 - 4 mts)",35,"Mediano",-68.8763051557,-32.8659597794,8,"Aeroparque",2203364.73622,0,"bajo"
"775",1200,"Aguaribay","06/12/2011 09:47","Bajo (2 - 4 mts)",48,"Mediano",-68.8770304385,-32.8678310985,8,"Aeroparque",2203364.73622,0,"bajo"
"778",1204,"Paraiso sombrilla","30/11/2011 11:07","Bajo (2 - 4 mts)",99,"Grande",-68.8772564273,-32.8655901366,8,"Aeroparque",2203364.73622,0,"medio"
"780",1207,"Fresno americano","29/11/2011 12:25","Bajo (2 - 4 mts)",37,"Mediano",-68.8772964336,-32.8657206891,8,"Aeroparque",2203364.73622,0,"bajo"
"791",1219,"Paraiso sombrilla","29/11/2011 12:12","Medio (4 - 8 mts)",100,"Grande",-68.8769784443,-32.8646704108,8,"Aeroparque",2203364.73622,0,"medio"
"793",1221,"Morera","29/11/2011 12:04","Alto (> 8 mts)",140,"Grande",-68.877053044,-32.8648181918,8,"Aeroparque",2203364.73622,0,"medio"
"801",1235,"Jacarand","29/11/2011 13:26","Alto (> 8 mts)",95,"Grande",-68.8764041915,-32.8654992128,8,"Aeroparque",2203364.73622,1,"medio"
"807",1244,"Caducifolio","07/12/2011 10:34","Medio (4 - 8 mts)",75,"Grande",-68.8774494273,-32.8663368414,8,"Aeroparque",2203364.73622,0,"bajo"
"822",1273,"Paraiso","05/12/2011 11:21","Bajo (2 - 4 mts)",46,"Mediano",-68.8786197868,-32.8686113664,8,"Aeroparque",2203364.73622,0,"bajo"
"824",1275,"Morera","05/12/2011 11:19","Medio (4 - 8 mts)",46,"Mediano",-68.878537184,-32.8686265158,8,"Aeroparque",2203364.73622,0,"bajo"
"829",1280,"Morera","02/12/2011 09:52","Bajo (2 - 4 mts)",67,"Grande",-68.8788039804,-32.8678780547,8,"Aeroparque",2203364.73622,0,"bajo"
"832",1286,"Prunas","30/11/2011 18:28","Muy bajo (1 - 2 mts)",4,"Chico",-68.8779953315,-32.8700622544,8,"Aeroparque",2203364.73622,0,"bajo"
"833",1287,"Liquidambar","30/11/2011 18:26","Bajo (2 - 4 mts)",14,"Chico",-68.8778981291,-32.8700831105,8,"Aeroparque",2203364.73622,0,"bajo"
"835",1289,"Paraiso sombrilla","30/11/2011 18:21","Bajo (2 - 4 mts)",26,"Mediano",-68.8776153998,-32.8700655812,8,"Aeroparque",2203364.73622,0,"bajo"
"837",1292,"Olmo bola","30/11/2011 17:57","Bajo (2 - 4 mts)",44,"Mediano",-68.8774551813,-32.8694127044,8,"Aeroparque",2203364.73622,0,"bajo"
"840",1296,"Morera","30/11/2011 17:49","Medio (4 - 8 mts)",66,"Grande",-68.8774323813,-32.8693247209,8,"Aeroparque",2203364.73622,0,"bajo"
"841",1297,"Morera","30/11/2011 17:44","Bajo (2 - 4 mts)",36,"Mediano",-68.8774225543,-32.86928684,8,"Aeroparque",2203364.73622,0,"bajo"
"872",1339,"Morera","29/11/2011 12:52","Medio (4 - 8 mts)",60,"Mediano",-68.8773949727,-32.8657103594,8,"Aeroparque",2203364.73622,0,"bajo"
"876",1345,"Fresno americano","29/11/2011 13:00","Muy bajo (1 - 2 mts)",20,"Chico",-68.8773281987,-32.8654611302,8,"Aeroparque",2203364.73622,0,"bajo"
"878",1349,"Fresno europeo","29/11/2011 13:06","Muy bajo (1 - 2 mts)",15,"Chico",-68.8772820617,-32.8652888178,8,"Aeroparque",2203364.73622,0,"bajo"
"879",1350,"Fresno americano","29/11/2011 13:06","Bajo (2 - 4 mts)",30,"Mediano",-68.8772632269,-32.8652185473,8,"Aeroparque",2203364.73622,0,"bajo"
"884",1355,"Morera","30/11/2011 10:53","Medio (4 - 8 mts)",97,"Grande",-68.8772097172,-32.8650188684,8,"Aeroparque",2203364.73622,0,"medio"
"888",1359,"Fresno europeo","30/11/2011 10:58","Bajo (2 - 4 mts)",36,"Mediano",-68.8771755315,-32.8648911836,8,"Aeroparque",2203364.73622,0,"bajo"
"890",1362,"Morera","30/11/2011 11:02","Bajo (2 - 4 mts)",36,"Mediano",-68.8771512908,-32.8648006305,8,"Aeroparque",2203364.73622,0,"bajo"
"891",1363,"Aguaribay","30/11/2011 11:03","Medio (4 - 8 mts)",126,"Grande",-68.8771437427,-32.8647724883,8,"Aeroparque",2203364.73622,0,"medio"
"895",1368,"Aguaribay","14/12/2011 11:12","Medio (4 - 8 mts)",35,"Mediano",-68.8788420551,-32.8670828738,8,"Aeroparque",2203364.73622,1,"bajo"
"898",1372,"Paraiso sombrilla","29/11/2011 18:05","Bajo (2 - 4 mts)",160,"Grande",-68.8780810818,-32.8647106725,8,"Aeroparque",2203364.73622,0,"medio"
"900",1374,"Acer","23/11/2011 11:35","Medio (4 - 8 mts)",58,"Mediano",-68.8706111872,-32.8782749645,7,"Residencial Parque",1786336.08966,0,"bajo"
"902",1380,"Acer","23/11/2011 11:25","Medio (4 - 8 mts)",50,"Mediano",-68.8706584764,-32.8785192787,7,"Residencial Parque",1786336.08966,0,"bajo"
"907",1387,"Aguaribay","23/11/2011 11:08","Alto (> 8 mts)",145,"Grande",-68.8708223111,-32.8790088746,7,"Residencial Parque",1786336.08966,0,"medio"
"908",1388,"Acer","23/11/2011 11:06","Medio (4 - 8 mts)",60,"Mediano",-68.8708369615,-32.8790524199,7,"Residencial Parque",1786336.08966,0,"bajo"
"911",1392,"Acer","23/11/2011 11:02","Bajo (2 - 4 mts)",30,"Mediano",-68.8709124428,-32.879276612,7,"Residencial Parque",1786336.08966,0,"bajo"
"912",1393,"Aguaribay","23/11/2011 11:01","Alto (> 8 mts)",160,"Grande",-68.8709307015,-32.8793308208,7,"Residencial Parque",1786336.08966,0,"medio"
"917",1403,"Acer","23/11/2011 10:06","Medio (4 - 8 mts)",60,"Mediano",-68.8714382283,-32.8797392407,7,"Residencial Parque",1786336.08966,0,"bajo"
"919",1408,"Paraiso sombrilla","23/11/2011 09:48","Muy bajo (1 - 2 mts)",10,"Chico",-68.8715925593,-32.8795778708,7,"Residencial Parque",1786336.08966,0,"bajo"
"923",1415,"Morera","23/11/2011 08:24","Muy bajo (1 - 2 mts)",8,"Chico",-68.8714483546,-32.8791498367,7,"Residencial Parque",1786336.08966,0,"bajo"
"924",1417,"Morera","23/11/2011 08:21","Medio (4 - 8 mts)",70,"Grande",-68.8713743646,-32.8789450473,7,"Residencial Parque",1786336.08966,0,"bajo"
"929",1424,"Jacarand","22/11/2011 17:29","Medio (4 - 8 mts)",45,"Mediano",-68.8712731394,-32.8786310465,7,"Residencial Parque",1786336.08966,0,"bajo"
"939",1440,"Paraiso sombrilla","25/11/2011 09:39","Muy bajo (1 - 2 mts)",32,"Mediano",-68.8716909494,-32.8755736363,7,"Residencial Parque",1786336.08966,0,"bajo"
"945",1452,"Fresno europeo","25/11/2011 10:21","Muy bajo (1 - 2 mts)",30,"Mediano",-68.871209588,-32.8758629461,7,"Residencial Parque",1786336.08966,0,"bajo"
"952",1459,"Fresno europeo","25/11/2011 10:44","Muy bajo (1 - 2 mts)",35,"Mediano",-68.8713086096,-32.8761474044,7,"Residencial Parque",1786336.08966,0,"bajo"
"955",1463,"Morera","25/11/2011 10:52","Medio (4 - 8 mts)",70,"Grande",-68.8713914988,-32.8763710728,7,"Residencial Parque",1786336.08966,0,"bajo"
"966",1480,"Perenne","24/11/2011 14:43","Muy bajo (1 - 2 mts)",16,"Chico",-68.871647103,-32.8771213346,7,"Residencial Parque",1786336.08966,0,"bajo"
"981",1499,"Paraiso","24/11/2011 11:21","Medio (4 - 8 mts)",90,"Grande",-68.8719748881,-32.8763556833,7,"Residencial Parque",1786336.08966,0,"medio"
"1002",1527,"Fresno americano","24/11/2011 10:04","Bajo (2 - 4 mts)",24,"Mediano",-68.8735573741,-32.8783715075,7,"Residencial Parque",1786336.08966,0,"bajo"
"1003",1528,"Fresno americano","24/11/2011 10:02","Bajo (2 - 4 mts)",27,"Mediano",-68.8735712572,-32.8784212004,7,"Residencial Parque",1786336.08966,0,"bajo"
"1004",1529,"Fresno americano","24/11/2011 10:00","Bajo (2 - 4 mts)",30,"Mediano",-68.8735877126,-32.8784669906,7,"Residencial Parque",1786336.08966,0,"bajo"
"1009",1538,"lamo criollo","23/11/2011 11:28","Medio (4 - 8 mts)",84,"Grande",-68.8726514257,-32.8775461067,7,"Residencial Parque",1786336.08966,0,"bajo"
"1010",1539,"Fresno americano","23/11/2011 11:14","Bajo (2 - 4 mts)",26,"Mediano",-68.8726931166,-32.8779757747,7,"Residencial Parque",1786336.08966,0,"bajo"
"1016",1548,"Morera","22/11/2011 18:15","Medio (4 - 8 mts)",56,"Mediano",-68.8730412749,-32.8789940072,7,"Residencial Parque",1786336.08966,0,"bajo"
"1021",1553,"Caducifolio","22/11/2011 17:03","Bajo (2 - 4 mts)",26,"Mediano",-68.8734229102,-32.8793805921,7,"Residencial Parque",1786336.08966,0,"bajo"
"1025",1557,"Morera","21/11/2011 17:55","Medio (4 - 8 mts)",64,"Grande",-68.8736764745,-32.8791431241,7,"Residencial Parque",1786336.08966,0,"bajo"
"1037",1574,"Morera","25/11/2011 09:48","Medio (4 - 8 mts)",80,"Grande",-68.8734320706,-32.8769493366,7,"Residencial Parque",1786336.08966,0,"bajo"
"1044",1586,"Acacia SP","30/11/2011 10:36","Bajo (2 - 4 mts)",50,"Mediano",-68.8725042227,-32.8757610897,7,"Residencial Parque",1786336.08966,0,"bajo"
"1053",1601,"Paraiso sombrilla","24/11/2011 10:24","Bajo (2 - 4 mts)",66,"Grande",-68.8717653972,-32.8796329198,7,"Residencial Parque",1786336.08966,0,"bajo"
"1060",1612,"Morera","24/11/2011 10:10","Muy bajo (1 - 2 mts)",10,"Chico",-68.8715423098,-32.8789707757,7,"Residencial Parque",1786336.08966,0,"bajo"
"1063",1615,"Fresno europeo","24/11/2011 10:07","Bajo (2 - 4 mts)",22,"Mediano",-68.8714976935,-32.8788383369,7,"Residencial Parque",1786336.08966,0,"bajo"
"1067",1622,"Morera","24/11/2011 09:56","Bajo (2 - 4 mts)",32,"Mediano",-68.8713782805,-32.878497007,7,"Residencial Parque",1786336.08966,0,"bajo"
"1075",1631,"Paraiso","23/11/2011 10:11","Medio (4 - 8 mts)",90,"Grande",-68.8712251952,-32.8780425798,7,"Residencial Parque",1786336.08966,0,"medio"
"1076",1632,"Paraiso sombrilla","23/11/2011 10:10","Medio (4 - 8 mts)",100,"Grande",-68.8712094711,-32.8779958947,7,"Residencial Parque",1786336.08966,0,"medio"
"1077",1634,"Acer","23/11/2011 10:08","Muy bajo (1 - 2 mts)",20,"Chico",-68.8711578898,-32.8778427475,7,"Residencial Parque",1786336.08966,0,"bajo"
"1080",1637,"Paraiso sombrilla","23/11/2011 10:03","Bajo (2 - 4 mts)",70,"Grande",-68.8711223518,-32.8777372361,7,"Residencial Parque",1786336.08966,0,"bajo"
"1086",1649,"Fresno americano","23/11/2011 09:44","Muy bajo (1 - 2 mts)",18,"Chico",-68.8716828749,-32.8777271409,7,"Residencial Parque",1786336.08966,0,"bajo"
"1090",1661,"Fresno americano","23/11/2011 08:25","Muy bajo (1 - 2 mts)",12,"Chico",-68.8719215634,-32.8783732308,7,"Residencial Parque",1786336.08966,0,"bajo"
"1093",1664,"Paraiso","23/11/2011 08:21","Bajo (2 - 4 mts)",30,"Mediano",-68.871974455,-32.8785302987,7,"Residencial Parque",1786336.08966,0,"bajo"
"1096",1670,"Aguaribay","23/11/2011 08:10","Alto (> 8 mts)",136,"Grande",-68.8720779374,-32.8788375809,7,"Residencial Parque",1786336.08966,1,"medio"
"1097",1671,"Morera","23/11/2011 08:09","Medio (4 - 8 mts)",66,"Grande",-68.8720944718,-32.8788866626,7,"Residencial Parque",1786336.08966,0,"bajo"
"1102",1681,"Fresno americano","23/11/2011 07:58","Bajo (2 - 4 mts)",36,"Mediano",-68.8723012954,-32.8795006144,7,"Residencial Parque",1786336.08966,0,"bajo"
"1106",1686,"Paraiso","25/11/2011 11:06","Bajo (2 - 4 mts)",20,"Chico",-68.8720583317,-32.877245131,7,"Residencial Parque",1786336.08966,0,"bajo"
"1112",1694,"Acer","24/11/2011 12:36","Medio (4 - 8 mts)",60,"Mediano",-68.8719927011,-32.8781162903,7,"Residencial Parque",1786336.08966,0,"bajo"
"1116",1701,"Morera","24/11/2011 12:24","Medio (4 - 8 mts)",58,"Mediano",-68.872086761,-32.8783999539,7,"Residencial Parque",1786336.08966,0,"bajo"
"1119",1704,"Paraiso","24/11/2011 12:18","Bajo (2 - 4 mts)",30,"Mediano",-68.872132015,-32.8785321713,7,"Residencial Parque",1786336.08966,0,"bajo"
"1121",1707,"Paraiso","24/11/2011 12:11","Alto (> 8 mts)",130,"Grande",-68.8722028229,-32.8787475573,7,"Residencial Parque",1786336.08966,0,"medio"
"1122",1709,"Acer","24/11/2011 12:08","Medio (4 - 8 mts)",65,"Grande",-68.8722444639,-32.8788636974,7,"Residencial Parque",1786336.08966,0,"bajo"
"1132",1719,"Paraiso","23/11/2011 08:00","Alto (> 8 mts)",128,"Grande",-68.8724087534,-32.8793251003,7,"Residencial Parque",1786336.08966,0,"medio"
"1136",1727,"Liquidambar","22/11/2011 10:09","Medio (4 - 8 mts)",55,"Mediano",-68.8729284068,-32.8794895923,7,"Residencial Parque",1786336.08966,0,"bajo"
"1144",1743,"Conifera","21/11/2011 11:41","Medio (4 - 8 mts)",55,"Mediano",-68.8726492503,-32.8783163809,7,"Residencial Parque",1786336.08966,0,"bajo"
"1146",1746,"Palo borracho","21/11/2011 11:36","Medio (4 - 8 mts)",110,"Grande",-68.8725932619,-32.8781503671,7,"Residencial Parque",1786336.08966,0,"medio"
"1147",1748,"Morera","21/11/2011 10:49","Alto (> 8 mts)",105,"Grande",-68.872546525,-32.8780175406,7,"Residencial Parque",1786336.08966,0,"medio"
"1157",1762,"Acer","25/11/2011 10:30","Medio (4 - 8 mts)",28,"Mediano",-68.870668189,-32.8790320593,7,"Residencial Parque",1786336.08966,0,"bajo"
"1159",1766,"Acer","25/11/2011 10:25","Medio (4 - 8 mts)",60,"Mediano",-68.8705921491,-32.8788295784,7,"Residencial Parque",1786336.08966,1,"bajo"
"1161",1768,"Acer","25/11/2011 10:23","Medio (4 - 8 mts)",60,"Mediano",-68.870531755,-32.8786401557,7,"Residencial Parque",1786336.08966,0,"bajo"
"1170",1784,"Tilo","25/11/2011 09:39","Bajo (2 - 4 mts)",25,"Mediano",-68.8699294482,-32.8784974393,7,"Residencial Parque",1786336.08966,0,"bajo"
"1171",1785,"Liquidambar","25/11/2011 09:37","Medio (4 - 8 mts)",22,"Mediano",-68.8699429994,-32.8785257305,7,"Residencial Parque",1786336.08966,0,"bajo"
"1172",1787,"Braquiquito","25/11/2011 09:33","Medio (4 - 8 mts)",95,"Grande",-68.8699682669,-32.8786006541,7,"Residencial Parque",1786336.08966,0,"medio"
"1175",1790,"Acer","25/11/2011 09:21","Medio (4 - 8 mts)",58,"Mediano",-68.8700529359,-32.8788539431,7,"Residencial Parque",1786336.08966,0,"bajo"
"1178",1796,"Fresno europeo","25/11/2011 09:13","Medio (4 - 8 mts)",40,"Mediano",-68.8701663612,-32.8791886658,7,"Residencial Parque",1786336.08966,0,"bajo"
"1205",1844,"Tipa","17/11/2011 12:51","Medio (4 - 8 mts)",93,"Grande",-68.8588294088,-32.8722257961,6,"Residencial Norte",2694682.37982,0,"medio"
"1207",1846,"Acacia SP","17/11/2011 12:42","Muy bajo (1 - 2 mts)",5,"Chico",-68.8594043918,-32.87206198,6,"Residencial Norte",2694682.37982,0,"bajo"
"1212",1852,"Acacia SP","17/11/2011 12:28","Muy bajo (1 - 2 mts)",4,"Chico",-68.8593088116,-32.8714947473,6,"Residencial Norte",2694682.37982,0,"bajo"
"1226",1874,"Paraiso","15/11/2011 13:23","Medio (4 - 8 mts)",70,"Grande",-68.8608919446,-32.8704502005,7,"Residencial Parque",1786336.08966,0,"bajo"
"1228",1876,"Paraiso","15/11/2011 13:21","Medio (4 - 8 mts)",38,"Mediano",-68.8608554736,-32.870279883,7,"Residencial Parque",1786336.08966,0,"bajo"
"1233",1884,"lamo blanco","18/11/2011 11:20","Medio (4 - 8 mts)",60,"Mediano",-68.8581222474,-32.8688556375,6,"Residencial Norte",2694682.37982,0,"bajo"
"1235",1887,"lamo blanco","17/11/2011 12:48","Alto (> 8 mts)",38,"Mediano",-68.858162072,-32.8690822398,6,"Residencial Norte",2694682.37982,0,"bajo"
"1236",1888,"Morera","17/11/2011 12:32","Medio (4 - 8 mts)",62,"Grande",-68.8582572191,-32.8697462772,6,"Residencial Norte",2694682.37982,0,"bajo"
"1237",1889,"lamo blanco","17/11/2011 12:26","Medio (4 - 8 mts)",78,"Grande",-68.8584074122,-32.8698663537,6,"Residencial Norte",2694682.37982,0,"bajo"
"1238",1890,"Acacia SP","17/11/2011 12:25","Muy bajo (1 - 2 mts)",3,"Chico",-68.8584694018,-32.8698595052,6,"Residencial Norte",2694682.37982,0,"bajo"
"1241",1894,"Morera","17/11/2011 12:19","Alto (> 8 mts)",70,"Grande",-68.8587242006,-32.8698305828,6,"Residencial Norte",2694682.37982,0,"bajo"
"1242",1895,"Acacia SP","17/11/2011 12:18","Muy bajo (1 - 2 mts)",2,"Chico",-68.8587916812,-32.8698236186,6,"Residencial Norte",2694682.37982,0,"bajo"
"1243",1896,"Morera","17/11/2011 12:17","Alto (> 8 mts)",85,"Grande",-68.8588683195,-32.8698148161,6,"Residencial Norte",2694682.37982,0,"bajo"
"1249",1904,"Acacia SP","16/11/2011 12:57","Muy bajo (1 - 2 mts)",3,"Chico",-68.8588883053,-32.8688354764,6,"Residencial Norte",2694682.37982,1,"bajo"
"1271",1936,"Morera","16/11/2011 12:21","Medio (4 - 8 mts)",60,"Mediano",-68.8607692644,-32.8704857278,7,"Residencial Parque",1786336.08966,0,"bajo"
"1274",1939,"Acacia SP","18/11/2011 16:44","Medio (4 - 8 mts)",110,"Grande",-68.8595587427,-32.8709423967,6,"Residencial Norte",2694682.37982,0,"medio"
"1286",1954,"lamo blanco","21/11/2011 12:48","Bajo (2 - 4 mts)",33,"Mediano",-68.8588160543,-32.8699180814,6,"Residencial Norte",2694682.37982,1,"bajo"
"1287",1956,"lamo blanco","21/11/2011 12:40","Medio (4 - 8 mts)",48,"Mediano",-68.8583830856,-32.8699687758,6,"Residencial Norte",2694682.37982,0,"bajo"
"1296",1973,"Acacia SP","03/01/2012 10:07","Medio (4 - 8 mts)",77,"Grande",-68.8599835009,-32.8891495769,5,"Residencial Sur",2423808.92355,0,"bajo"
"1300",1978,"Ailanthus","03/01/2012 11:21","Alto (> 8 mts)",70,"Grande",-68.8593011618,-32.8902848012,5,"Residencial Sur",2423808.92355,0,"bajo"
"1303",1983,"Morera","03/01/2012 10:34","Bajo (2 - 4 mts)",30,"Mediano",-68.860092286,-32.889545848,5,"Residencial Sur",2423808.92355,0,"bajo"
"1310",1997,"Caducifolio","14/11/2011 13:30","Medio (4 - 8 mts)",35,"Mediano",-68.8321193912,-32.8940893087,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"1313",2002,"Morera","14/11/2011 13:48","Alto (> 8 mts)",105,"Grande",-68.8327345426,-32.8949033363,3,"Parque O'Higgins",1531146.02653,1,"medio"
"1315",2004,"Morera","14/11/2011 13:46","Alto (> 8 mts)",80,"Grande",-68.8326612526,-32.894823261,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"1318",2007,"Morera","14/11/2011 13:43","Alto (> 8 mts)",105,"Grande",-68.832531561,-32.8946328172,3,"Parque O'Higgins",1531146.02653,0,"medio"
"1321",2011,"Morera","14/11/2011 13:38","Alto (> 8 mts)",105,"Grande",-68.8323094571,-32.8943463238,3,"Parque O'Higgins",1531146.02653,0,"medio"
"1324",2019,"Morera","02/11/2011 08:51","Medio (4 - 8 mts)",95,"Grande",-68.8329485656,-32.8948666297,3,"Parque O'Higgins",1531146.02653,1,"medio"
"1330",2029,"Acacia SP","01/11/2011 09:20","Medio (4 - 8 mts)",90,"Grande",-68.834635671,-32.8947646754,3,"Parque O'Higgins",1531146.02653,1,"medio"
"1335",2036,"Morera","01/11/2011 10:27","Medio (4 - 8 mts)",110,"Grande",-68.8330566906,-32.8949833329,3,"Parque O'Higgins",1531146.02653,0,"medio"
"1337",2038,"Morera","01/11/2011 10:24","Medio (4 - 8 mts)",90,"Grande",-68.8330628547,-32.8948651656,3,"Parque O'Higgins",1531146.02653,0,"medio"
"1340",2045,"Olmo bola","14/11/2011 18:08","Muy bajo (1 - 2 mts)",15,"Chico",-68.827759099,-32.8811534599,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"1344",2052,"Fresno europeo","11/10/2011 17:13","Medio (4 - 8 mts)",86,"Grande",-68.8294394939,-32.8814195916,3,"Parque O'Higgins",1531146.02653,0,"medio"
"1362",2078,"Pltano","11/10/2011 15:38","Alto (> 8 mts)",160,"Grande",-68.8284333935,-32.8803710404,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"1366",2082,"Pltano","11/10/2011 14:53","Bajo (2 - 4 mts)",48,"Mediano",-68.8291775241,-32.880323042,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"1368",2084,"Morera","22/11/2011 12:38","Bajo (2 - 4 mts)",18,"Chico",-68.8296220328,-32.8823704217,3,"Parque O'Higgins",1531146.02653,1,"bajo"
"1387",2114,"Fresno europeo","18/10/2011 11:24","Muy bajo (1 - 2 mts)",5,"Chico",-68.8306139979,-32.8878057744,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"1391",2119,"Fresno europeo","19/10/2011 09:54","Bajo (2 - 4 mts)",36,"Mediano",-68.8302332979,-32.8885828526,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"1394",2122,"Morera","11/11/2011 12:14","Medio (4 - 8 mts)",110,"Grande",-68.8308202253,-32.8862332643,3,"Parque O'Higgins",1531146.02653,1,"medio"
"1396",2126,"Fresno europeo","10/11/2011 17:01","Muy bajo (1 - 2 mts)",4,"Chico",-68.8309577912,-32.887686696,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"1398",2130,"Morera","14/11/2011 18:23","Medio (4 - 8 mts)",130,"Grande",-68.8295630084,-32.8876083972,3,"Parque O'Higgins",1531146.02653,0,"medio"
"1400",2132,"Fresno europeo","09/11/2011 09:33","Muy bajo (1 - 2 mts)",22,"Mediano",-68.834440851,-32.8919167688,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"1402",2135,"Fresno europeo","09/11/2011 10:01","Bajo (2 - 4 mts)",25,"Mediano",-68.8339010516,-32.8912403545,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"1405",2139,"Fresno europeo","09/11/2011 10:14","Medio (4 - 8 mts)",60,"Mediano",-68.8331674334,-32.8912858844,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"1414",2149,"Morera","07/11/2011 10:29","Alto (> 8 mts)",105,"Grande",-68.8392606791,-32.8950950424,2,"Barrio Civico",2366816.36021,0,"medio"
"1422",2161,"Morera","07/11/2011 09:12","Medio (4 - 8 mts)",100,"Grande",-68.8392924931,-32.8943004403,2,"Barrio Civico",2366816.36021,0,"medio"
"1428",2168,"Morera","08/11/2011 17:00","Bajo (2 - 4 mts)",30,"Mediano",-68.831384623,-32.8867588201,3,"Parque O'Higgins",1531146.02653,1,"bajo"
"1434",2175,"Paraiso sombrilla","09/11/2011 17:36","Bajo (2 - 4 mts)",80,"Grande",-68.8326104598,-32.8873089858,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"1446",2192,"Morera","04/11/2011 16:15","Bajo (2 - 4 mts)",86,"Grande",-68.8327497017,-32.8874412933,3,"Parque O'Higgins",1531146.02653,0,"medio"
"1456",2208,"Pltano","28/10/2011 11:25","Alto (> 8 mts)",187,"Grande",-68.8387096831,-32.8929805108,2,"Barrio Civico",2366816.36021,0,"alto"
"1461",2218,"Morera","31/10/2011 09:37","Medio (4 - 8 mts)",50,"Mediano",-68.8363602548,-32.8953795014,2,"Barrio Civico",2366816.36021,0,"bajo"
"1462",2219,"Ailanthus","31/10/2011 09:36","Bajo (2 - 4 mts)",8,"Chico",-68.8363739853,-32.895430803,2,"Barrio Civico",2366816.36021,0,"bajo"
